scientific_name,native_provinces
Scleria verticillata,ON
Scolochloa festucacea,AB|BC|MB|NT|SK|YT
Scrophularia californica,BC
Scrophularia lanceolata,BC|NB|NS|ON|QC|SK
Scrophularia marilandica,NB|NS|ON|PE|QC
Scutellaria angustifolia,BC
Scutellaria galericulata,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK|YT
Scutellaria lateriflora,BC|MB|NB|NS|ON|PE|QC|SK
Scutellaria leonardii,MB|ON
Scutellaria nervosa,ON
Scutellaria parvula,ON|QC
Scutellaria ×churchilliana,NB|NS|ON|QC
Sedum divergens,AB|BC
Sedum lanceolatum,AB|BC|SK|YT
Sedum oreganum,BC
Sedum spathulifolium,BC
Sedum stenopetalum,AB|BC
Sedum villosum,QC
Selaginella densa,AB|BC|MB|ON|SK
Selaginella eclipes,ON|QC
Selaginella oregana,BC
Selaginella rupestris,AB|BC|MB|NB|NS|ON|QC|SK
Selaginella scopulorum,AB|BC
Selaginella selaginoides,AB|BC|MB|NB|NS|NT|NU|ON|PM|QC|SK|YT
Selaginella sibirica,BC|NT|YT
Selaginella standleyi,AB|BC
Selaginella wallacei,AB|BC
Senecio elmeri,BC
Senecio eremophilus,AB|BC|MB|NT|ON|SK|YT
Senecio fremontii,AB|BC
Senecio hydrophiloides,AB|BC
Senecio hydrophilus,BC
Senecio integerrimus,AB|BC|MB|SK
Senecio lugens,AB|BC|NT|NU|YT
Senecio megacephalus,AB|BC
Senecio pseudoarnica,BC|NB|NS|PM|QC
Senecio sheldonensis,BC|NT|YT
Senecio triangularis,AB|BC|NT|YT
Senega alba,SK
Senega incarnata,ON
Senega officinalis,AB|BC|MB|NB|ON|QC|SK
Senega polygama,NS|ON|QC
Senega sanguinea,NB|NS|ON|PE|QC
Senega verticillata,MB|ON|QC|SK
Senna hebecarpa,ON
Sericocarpus rigidus,BC
Shepherdia argentea,AB|MB|SK
Shepherdia canadensis,AB|BC|MB|NB|NS|NT|NU|ON|QC|SK|YT
Shinnersoseris rostrata,AB|MB|SK
Sibbaldia procumbens,AB|BC|NT|NU|QC|YT
Sibbaldia tridentata,AB|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK
Sibirotrisetum sibiricum,YT
Sicyos angulatus,ON
Sidalcea hendersonii,BC
Sidalcea oregana,BC
Silene acaulis,AB|BC|NS|NT|NU|ON|PM|QC|SK|YT
Silene antirrhina,AB|BC|MB|ON|QC|SK
Silene douglasii,BC
Silene drummondii,AB|BC|MB|ON|SK
Silene hitchguirei,AB|YT
Silene involucrata,AB|BC|MB|NT|NU|ON|QC|YT
Silene menziesii,AB|BC|MB|NT|SK|YT
Silene ostenfeldii,BC|NT|NU|YT
Silene parryi,AB|BC
Silene repens,BC|NT|YT
Silene scouleri,AB|BC
Silene soczavana,YT
Silene sorensenis,NT|NU
Silene spaldingii,BC
Silene uralensis,AB|BC|MB|NT|NU|ON|QC|YT
Silene virginica,ON
Silene williamsii,YT
Silene ×hampeana,BC|NS|ON|QC
Silphium laciniatum,ON
Silphium perfoliatum,ON
Silphium terebinthinaceum,ON
Sisymbrium linifolium,BC
Sisymbrium officinale,NT|YT
Sisyrinchium albidum,ON
Sisyrinchium angustifolium,NS|ON|QC
Sisyrinchium atlanticum,NS
Sisyrinchium californicum,BC
Sisyrinchium campestre,MB
Sisyrinchium fuscatum,NS
Sisyrinchium idahoense,BC
Sisyrinchium littorale,BC
Sisyrinchium montanum,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK|YT
Sisyrinchium mucronatum,MB|ON|QC|SK
Sisyrinchium septentrionale,AB|BC|MB|NT|SK
Sitobolium punctilobulum,NB|NS|ON|PE|QC
Sium suave,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Smelowskia americana,AB|BC
Smelowskia borealis,NT|YT
Smelowskia media,NT|YT
Smelowskia ovalis,BC
Smelowskia porsildii,YT
Smilax ecirrata,ON
Smilax herbacea,NB|ON|QC
Smilax illinoensis,ON
Smilax lasioneura,MB|ON|SK
Smilax rotundifolia,NS|ON
Smilax tamnoides,ON
Solanum emulans,MB|NS|ON|SK
Solanum triflorum,AB|SK
Solidago altissima,AB|BC|MB|NB|NS|ON|QC|SK
Solidago arguta,ON
Solidago bartramiana,NB|NS|ON|PE|QC
Solidago bartramiana × Solidago bicolor,NS
Solidago bartramiana × Solidago sempervirens,QC
Solidago bellidifolia,BC
Solidago bicolor,NB|NS|ON|PE|QC
Solidago bicolor × Solidago bartramiana,NS
Solidago caesia,ON|QC
Solidago caesia × Solidago flexicaulis,QC
Solidago canadensis,MB|NB|NS|ON|PE|QC|SK
Solidago chlorolepis,QC
Solidago decemflora,AB|BC|MB|ON|SK
Solidago elongata,BC
Solidago fallax,NB|NS|ON|QC
Solidago flexicaulis,NB|NS|ON|PE|QC
Solidago gigantea,AB|BC|MB|NB|NS|ON|PE|QC|SK
Solidago gillmanii,ON
Solidago glutinosa,AB|BC|MB|NT|ON|SK|YT
Solidago hispida,MB|NB|NS|ON|QC|SK
Solidago houghtonii,ON
Solidago jejunifolia,MB
Solidago juncea,MB|NB|NS|ON|PE|QC
Solidago latissimifolia,NS
Solidago lepida,AB|BC|MB|NB|NT|ON|QC|SK|YT
Solidago lepida × Solidago multiradiata,ON
Solidago macrophylla,NB|NS|ON|PE|PM|QC
Solidago missouriensis,AB|BC|MB|ON|SK
Solidago mollis,AB|MB|SK
Solidago multiradiata,AB|BC|MB|NB|NS|NT|NU|ON|QC|SK|YT
Solidago nemoralis,MB|NB|NS|ON|PE|QC
Solidago nemoralis × Solidago uliginosa,ON
Solidago ohioensis,ON
Solidago ontarioensis,ON
Solidago pallida,ON
Solidago patula,ON
Solidago ptarmicoides,MB|ON|QC|SK
Solidago puberula,NB|NS|ON|PE|QC
Solidago racemosa,NB|QC
Solidago randii,QC
Solidago riddellii,MB|ON
Solidago rigida,AB|MB|ON|SK
Solidago rigidiuscula,ON
Solidago rugosa,NB|NS|ON|PE|PM|QC
Solidago sempervirens,NB|NS|PE|QC
Solidago sempervirens × Solidago uliginosa,NS
Solidago squarrosa,NB|ON|QC
Solidago uliginosa,MB|NB|NS|NU|ON|PE|PM|QC
Solidago ulmifolia,NS|ON
Solidago ×asperula,NS|PE|QC
Solidago ×beaudryi,NB|ON|QC
Solidago ×bernardii,MB
Solidago ×calcicola,QC
Solidago ×erskinei,NB|NS|PE|QC
Solidago ×krotkovii,ON
Solidago ×lutescens,MB|ON|SK
Sorbus americana,NB|NS|ON|PE|PM|QC
Sorbus decora,MB|NB|NS|ON|PM|QC|SK
Sorbus scopulina,AB|BC|NT|SK|YT
Sorbus sitchensis,AB|BC|YT
Sorghastrum nutans,MB|ON|QC|SK
Sparganium acaule,MB|NB|NS|NU|ON|PE|PM|QC
Sparganium americanum,NB|NS|ON|PE|PM|QC
Sparganium androcladum,NS|ON|QC
Sparganium angustifolium,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK|YT
Sparganium emersum,AB|BC|NB|NS|ON|PE|QC|SK
Sparganium eurycarpum,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK
Sparganium fluctuans,AB|BC|NB|NS|ON|PE|QC|SK
Sparganium glomeratum,AB|ON|QC
Sparganium hyperboreum,AB|BC|MB|NS|NT|NU|ON|PM|QC|SK|YT
Sparganium natans,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Spergularia canadensis,BC|NB|NS|NU|ON|PE|PM|QC|SK
Spergularia macrotheca,BC
Spergularia salina,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK
Sphaeralcea coccinea,AB|BC|MB|SK
Sphaeralcea munroana,BC
Sphenopholis intermedia,AB|BC|MB|NB|NS|NT|ON|PE|QC|SK|YT
Sphenopholis nitida,ON
Sphenopholis obtusata,AB|BC|MB|NB|ON|SK
Spinulum annotinum,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Spiraea alba,AB|MB|NB|NS|ON|PE|PM|QC|SK
Spiraea douglasii,BC
Spiraea lucida,AB|BC|SK
Spiraea splendens,AB|BC
Spiraea stevenii,BC|NT|YT
Spiraea tomentosa,NB|NS|ON|PE|QC
Spiraea ×pyramidata,BC
Spiranthes arcisepala,NB|NS|QC
Spiranthes casei,NB|NS|ON|QC
Spiranthes cernua,NB|NS|PE
Spiranthes diluvialis,BC
Spiranthes incurva,NB|ON|QC
Spiranthes lacera,AB|MB|NB|NS|ON|PE|QC|SK
Spiranthes lucida,NB|NS|ON|QC
Spiranthes magnicamporum,MB|ON
Spiranthes ochroleuca,NB|NS|ON|PE
Spiranthes ovalis,ON
Spiranthes romanzoffiana,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Spiranthes ×borealis,NS
Spiranthes ×simpsonii,NB|ON
Spirodela polyrhiza,AB|BC|MB|NB|NS|ON|PE|QC|SK
Sporobolus airoides,BC
Sporobolus alterniflorus,NB|NS|PE|QC
Sporobolus compositus,BC|NB|ON|QC
Sporobolus cryptandrus,AB|BC|MB|ON|QC|SK
Sporobolus heterolepis,MB|ON|QC|SK
Sporobolus hookerianus,AB|BC|MB|NT|SK
Sporobolus michauxianus,AB|MB|NB|NS|NT|ON|PE|PM|QC|SK
Sporobolus neglectus,AB|MB|ON|QC|SK
Sporobolus pumilus,NB|NS|PE|QC
Sporobolus rigidus,AB|BC|MB|ON|SK
Sporobolus vaginiflorus,NB|NS|ON|QC
Sporobolus ×eatonianus,NB|NS|PE|QC
Stachys chamissonis,BC
Stachys hispida,MB|NB|ON|QC
Stachys mexicana,BC
Stachys pilosa,AB|BC|MB|NB|NT|ON|QC|SK
Staphylea trifolia,ON|QC
Stellaria alaskana,YT
Stellaria alsine,MB|NB|NS|PE|PM|QC
Stellaria americana,AB
Stellaria borealis,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Stellaria calycantha,AB|BC|NT|SK|YT
Stellaria crassifolia,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Stellaria crispa,AB|BC
Stellaria dicranoides,YT
Stellaria humifusa,BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|YT
Stellaria longifolia,AB|BC|MB|NB|NS|NT|NU|ON|PM|QC|SK|YT
Stellaria longipes,AB|BC|MB|NB|NT|NU|ON|QC|SK|YT
Stellaria nitens,BC
Stellaria obtusa,AB|BC
Stellaria umbellata,AB|BC|NT|YT
Stenotus armerioides,SK
Stephanomeria runcinata,AB|SK
Stephanomeria tenuifolia,BC|SK
Streptopus amplexifolius,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK|YT
Streptopus lanceolatus,AB|BC|MB|NB|NS|ON|PE|PM|QC
Streptopus streptopoides,AB|BC
Streptopus ×oreopolus,NB|ON|QC
Strophostyles helvola,ON|QC
Strophostyles leiosperma,ON
Struthiopteris spicant,BC
Stuckenia filiformis,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Stuckenia pectinata,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Stuckenia vaginata,AB|BC|MB|NT|NU|ON|QC|SK|YT
Stuckenia ×suecica,AB
Stylophorum diphyllum,ON
Suaeda calceoliformis,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Suaeda maritima,MB|NB|NS|ON|PE|QC
Suaeda nigra,AB|SK
Suaeda rolandii,NB|NS|QC
Subularia aquatica,BC|MB|NB|NS|NT|NU|ON|QC|SK|YT
Suckleya suckleyana,AB|SK
Suksdorfia ranunculifolia,AB|BC
Suksdorfia violacea,AB|BC
Swertia perennis,BC|YT
Symphoricarpos albus,AB|BC|MB|NT|ON|QC|SK
Symphoricarpos mollis,BC
Symphoricarpos occidentalis,AB|BC|MB|NT|SK
Symphoricarpos rotundifolius,BC
Symphyotrichum anticostense,NB|QC
Symphyotrichum anticostense × Symphyotrichum novi-belgii var. novi-belgii,QC
Symphyotrichum ascendens,AB|BC|SK
Symphyotrichum boreale,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Symphyotrichum bracteolatum,AB|BC|SK
Symphyotrichum campestre,AB|BC
Symphyotrichum chilense,BC
Symphyotrichum ciliatum,AB|BC|MB|NT|NU|ON|SK|YT
Symphyotrichum ciliolatum,AB|BC|MB|NB|NS|NT|ON|QC|SK|YT
Symphyotrichum ciliolatum × Symphyotrichum laeve,AB|MB|ON|SK
Symphyotrichum ciliolatum × Symphyotrichum lanceolatum subsp. lanceolatum var. lanceolatum,ON|QC
Symphyotrichum cordifolium,MB|NB|NS|ON|PE|QC
Symphyotrichum cordifolium × Symphyotrichum lanceolatum subsp. lanceolatum,NB|ON|QC
Symphyotrichum cordifolium × Symphyotrichum novi-belgii var. novi-belgii,QC
Symphyotrichum cordifolium × Symphyotrichum ontarionis,QC
Symphyotrichum cordifolium × Symphyotrichum pilosum var. pilosum,QC
Symphyotrichum cusickii,AB|BC
Symphyotrichum dumosum,ON
Symphyotrichum ericoides,AB|BC|MB|NT|ON|SK
Symphyotrichum falcatum,AB|BC|MB|NT|SK|YT
Symphyotrichum firmum,AB|MB|ON|QC|SK
Symphyotrichum foliaceum,AB|BC|YT
Symphyotrichum frondosum,BC
Symphyotrichum hendersonii,BC
Symphyotrichum laeve,AB|BC|MB|ON|SK
Symphyotrichum laeve var. laeve × Symphyotrichum lanceolatum subsp. lanceolatum var. lanceolatum,ON
Symphyotrichum laeve var. laeve × Symphyotrichum lateriflorum,ON
Symphyotrichum lanceolatum,AB|MB|NB|NS|NT|ON|PE|QC|SK
Symphyotrichum lanceolatum subsp. lanceolatum var. lanceolatum × Symphyotrichum novi-belgii var. novi-belgii,NB
Symphyotrichum lanceolatum subsp. lanceolatum var. lanceolatum × Symphyotrichum puniceum var. puniceum,QC
Symphyotrichum lanceolatum subsp. lanceolatum × Symphyotrichum lateriflorum,ON
Symphyotrichum lanceolatum var. lanceolatum × Symphyotrichum pilosum var. pilosum,ON
Symphyotrichum lateriflorum,MB|NB|NS|ON|PE|QC
Symphyotrichum lateriflorum × Symphyotrichum novi-belgii var. novi-belgii,NB
Symphyotrichum lateriflorum × Symphyotrichum puniceum var. puniceum,QC
Symphyotrichum lateriflorum × Symphyotrichum urophyllum,ON
Symphyotrichum laurentianum,NB|PE|QC
Symphyotrichum nahanniense,NT
Symphyotrichum novae-angliae,MB|NB|NS|ON|QC
Symphyotrichum novi-belgii,NB|NS|PE|PM|QC
Symphyotrichum ontarionis,ON|QC
Symphyotrichum oolantengiense × Symphyotrichum pilosum var. pilosum,ON
Symphyotrichum oolentangiense,ON
Symphyotrichum pilosum,NS|ON|QC
Symphyotrichum praealtum,ON
Symphyotrichum prenanthoides,ON
Symphyotrichum puniceum,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK
Symphyotrichum puniceum var. puniceum × Symphyotrichum urophyllum,ON
Symphyotrichum pygmaeum,NT|NU
Symphyotrichum racemosum,NB|QC
Symphyotrichum robynsianum,MB|ON|QC
Symphyotrichum sericeum,MB|ON
Symphyotrichum shortii,ON
Symphyotrichum spathulatum,AB|BC|NT
Symphyotrichum subspicatum,AB|BC|YT
Symphyotrichum subulatum,NB|QC
Symphyotrichum tradescantii,NB|NS|QC
Symphyotrichum undulatum,NS
Symphyotrichum urophyllum,ON
Symphyotrichum yukonense,NT|YT
Symphyotrichum ×amethystinum,ON
Symphyotrichum ×columbianum,BC
Symphyotrichum ×saramooreae,NB|QC
Symphyotrichum ×subgeminatum,QC
Symphyotrichum ×tardiflorum,NB|PE|QC
Symplocarpus foetidus,NB|NS|ON|QC
Taenidia integerrima,ON|QC
Tanacetum bipinnatum,AB|BC|MB|NB|NT|NU|ON|QC|SK|YT
Tanacetum huronense,SK
Taraxacum alaskanum,BC|YT
Taraxacum carneocoloratum,YT
Taraxacum ceratophorum,AB|BC|MB|NT|NU|ON|QC|SK|YT
Taraxacum holmenianum,NT|NU
Taraxacum hyparcticum,BC|NT|NU|YT
Taraxacum lapponicum,NT|NU|ON|QC
Taraxacum latilobum,QC
Taraxacum laurentianum,QC
Taraxacum phymatocarpum,NT|NU|QC
Taraxacum scopulorum,AB|BC|NT|NU
Taraxia breviflora,AB|BC|SK
Taxus brevifolia,AB|BC
Taxus canadensis,MB|NB|NS|ON|PE|PM|QC
Telesonix heucheriformis,AB
Tellima grandiflora,AB|BC
Tephroseris frigida,BC|NT|NU|YT
Tephroseris kjellmanii,NT|YT
Tephroseris lindstroemii,BC|NT|YT
Tephroseris newcombei,BC
Tephroseris palustris,AB|BC|MB|NT|NU|ON|QC|SK|YT
Tephroseris yukonensis,BC|NT|YT
Tephrosia virginiana,ON
Tetradymia canescens,BC
Tetraneuris acaulis,AB|SK
Tetraneuris herbacea,ON
Teucrium canadense,BC|MB|NB|NS|ON|PE|QC|SK
Thalictrum alpinum,BC|NT|QC|YT
Thalictrum amphibolum,MB|ON|QC
Thalictrum confine,NB|ON|PE|QC
Thalictrum dasycarpum,AB|BC|MB|ON|QC|SK
Thalictrum dioicum,ON|QC
Thalictrum occidentale,AB|BC|SK|YT
Thalictrum pubescens,NB|NS|ON|PE|PM|QC
Thalictrum sparsiflorum,AB|BC|MB|NT|ON|SK|YT
Thalictrum thalictroides,ON
Thalictrum venulosum,AB|BC|MB|NT|NU|ON|QC|SK
Thaspium chapmanii,ON
Thaspium trifoliatum,ON
Thelesperma subnudum,AB
Thelypodium laciniatum,BC
Thelypodium milleflorum,BC
Thelypteris palustris,MB|NB|NS|ON|PE|PM|QC|SK
Thermopsis rhombifolia,AB|BC|MB|SK
Thuja occidentalis,MB|NB|NS|ON|PE|QC
Thuja plicata,AB|BC
Thysanocarpus curvipes,BC
Tiarella stolonifera,NB|NS|ON|QC
Tiarella trifoliata,AB|BC
Tilia americana,MB|NB|ON|QC
Tipularia discolor,ON
Tofieldia coccinea,BC|NT|NU|QC|YT
Tofieldia pusilla,AB|BC|MB|NT|NU|ON|QC|SK|YT
Tolmiea menziesii,BC
Tomostima reptans,AB|BC|MB|ON|SK
Tonella tenella,BC
Tonestus lyallii,AB|BC
Torreyochloa pallida,AB|BC|MB|NB|NS|ON|PE|QC|SK|YT
Townsendia condensata,AB
Townsendia exscapa,AB|MB|SK
Townsendia hookeri,AB|BC|SK|YT
Townsendia parryi,AB|BC
Toxicodendron diversilobum,BC
Toxicodendron radicans,AB|BC|MB|NB|NS|ON|PE|QC|SK|YT
Toxicodendron vernix,NS|ON|QC
Toxicoscordion venenosum,AB|BC|SK
Tradescantia occidentalis,AB|MB|SK
Tradescantia ohiensis,ON
Tragopogon ×neohybridus,ON
Trautvetteria caroliniensis,BC
Triantha glutinosa,AB|BC|MB|NB|NS|NT|NU|ON|PM|QC|SK|YT
Triantha occidentalis,AB|BC
Trichophorum alpinum,AB|BC|MB|NB|NS|NT|NU|ON|PM|QC|SK|YT
Trichophorum cespitosum,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Trichophorum clintonii,AB|NB|ON|QC|SK
Trichophorum planifolium,ON
Trichophorum pumilum,AB|BC|NT|QC|SK|YT
Trichostema brachiatum,ON|QC
Trichostema dichotomum,ON|QC
Trichostema oblongum,BC
Trifolium cyathiferum,BC
Trifolium depauperatum,BC
Trifolium dichotomum,BC
Trifolium microcephalum,BC
Trifolium microdon,BC
Trifolium oliganthum,BC
Trifolium variegatum,BC
Trifolium willdenovii,BC
Trifolium wormskioldii,BC
Triglochin gaspensis,NB|NS|PE|QC
Triglochin maritima,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Triglochin palustris,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Triglochin scilloides,AB|BC|SK
Trillidium undulatum,NB|NS|ON|PE|QC
Trillium cernuum,MB|NB|NS|ON|PE|PM|QC|SK
Trillium erectum,NB|NS|ON|QC
Trillium flexipes,ON
Trillium grandiflorum,NS|ON|QC
Trillium hibbersonii,BC
Trillium ovatum,AB|BC
Triodanis perfoliata,BC|ON|QC
Triosteum angustifolium,ON
Triosteum aurantiacum,NB|NS|ON|QC
Triosteum perfoliatum,ON
Triphora trianthophoros,ON
Triphysaria pusilla,BC
Triphysaria versicolor,BC
Triplasis purpurea,ON
Tripleurospermum maritimum,MB|NT|NU|ON|QC|YT
Tripterocalyx micranthus,AB|SK
Trisetum cernuum,AB|BC
Triteleia grandiflora,BC
Triteleia hyacinthina,BC
Trollius albiflorus,AB|BC
Tsuga canadensis,NB|NS|ON|PE|QC
Tsuga heterophylla,AB|BC
Tsuga mertensiana,BC
Tsuga ×jeffreyi,BC
Turritis glabra,AB|BC|MB|NB|NS|ON|QC|SK
Typha latifolia,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Typha ×glauca,MB|NB|ON|QC|SK
Ulmus americana,MB|NB|NS|ON|PE|QC|SK
Ulmus rubra,NB|ON|QC
Ulmus thomasii,ON|QC
Uropappus lindleyi,BC
Urtica gracilis,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK|YT
Utricularia cornuta,AB|MB|NB|NS|ON|PE|PM|QC|SK
Utricularia geminiscapa,NB|NS|ON|PE|QC
Utricularia gibba,BC|NB|NS|ON|QC
Utricularia intermedia,AB|BC|MB|NB|NS|NT|NU|ON|PM|QC|SK|YT
Utricularia minor,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Utricularia ochroleuca,AB|BC|MB|NS|NT|NU|ON|QC
Utricularia purpurea,NB|NS|ON|QC
Utricularia radiata,NB|NS|QC
Utricularia resupinata,NS|ON|QC
Utricularia subulata,NS
Utricularia vulgaris,AB|BC|MB|NB|NS|NT|NU|ON|PM|QC|SK|YT
Uvularia grandiflora,ON|QC
Uvularia perfoliata,MB|ON
Uvularia sessilifolia,MB|NB|NS|ON|QC
Vaccinium angustifolium,MB|NB|NS|ON|PE|PM|QC
Vaccinium boreale,NB|NS|QC
Vaccinium cespitosum,AB|BC|MB|NB|NS|NT|NU|ON|QC|SK|YT
Vaccinium corymbosum,NB|NS|ON|QC
Vaccinium deliciosum,BC
Vaccinium macrocarpon,NB|NS|ON|PE|PM|QC
Vaccinium membranaceum,AB|BC|NT|ON|YT
Vaccinium microcarpum,AB|BC|MB|NT|NU|ON|QC|SK|YT
Vaccinium myrtilloides,AB|BC|MB|NB|NS|NT|ON|PE|QC|SK
Vaccinium myrtillus,AB|BC
Vaccinium ovalifolium,AB|BC|NS|NT|ON|QC|YT
Vaccinium ovatum,BC
Vaccinium oxycoccos,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Vaccinium pallidum,ON
Vaccinium parvifolium,BC
Vaccinium scoparium,AB|BC
Vaccinium stamineum,ON
Vaccinium uliginosum,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Vaccinium vitis-idaea,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Vaccinium ×nubigenum,QC
Vahlodea atropurpurea,AB|BC|MB|NT|NU|ON|QC|YT
Valeriana capitata,NT|YT
Valeriana edulis,BC|ON
Valeriana scouleri,BC
Valeriana septentrionalis,AB|BC|MB|NB|NT|NU|ON|QC|SK|YT
Valeriana sitchensis,AB|BC|NT|YT
Valeriana uliginosa,NB|ON|QC
Valerianella chenopodiifolia,ON
Valerianella umbilicata,ON
Vallisneria americana,MB|NB|NS|ON|PE|QC
Veratrum viride,AB|BC|NB|NT|QC|YT
Verbena bracteata,AB|BC|MB|SK
Verbena hastata,BC|MB|NB|NS|ON|PE|QC|SK
Verbena simplex,ON|QC
Verbena stricta,ON|QC
Verbena urticifolia,MB|NB|ON|QC|SK
Verbena ×deamii,ON
Verbena ×engelmannii,ON
Verbena ×rydbergii,ON
Verbesina alternifolia,ON
Vernonia fasciculata,MB
Vernonia gigantea,ON
Vernonia missurica,ON
Veronica alaskensis,NT|YT
Veronica alpina,NU|QC
Veronica americana,AB|BC|MB|NB|NS|NT|ON|PE|QC|SK|YT
Veronica catenata,AB|BC|MB|ON|QC|SK
Veronica cusickii,BC
Veronica peregrina,AB|BC|MB|NB|NS|NT|ON|QC|SK
Veronica scutellata,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Veronica serpyllifolia,AB|BC|NB|NS|ON|PM|QC|SK
Veronica wormskjoldii,AB|BC|NT|NU|ON|QC|YT
Veronica wyomingensis,AB|BC|SK
Veronicastrum virginicum,MB|ON
Viburnum acerifolium,NB|ON|QC
Viburnum cassinoides,NB|NS|ON|PE|PM|QC
Viburnum dentatum,NB|NS|ON|QC
Viburnum edule,AB|BC|MB|NB|NS|NT|NU|ON|PM|QC|SK|YT
Viburnum lantanoides,NB|NS|ON|PE|QC
Viburnum lentago,MB|NB|ON|QC|SK
Viburnum opulus,AB|BC|MB|NB|NS|ON|PE|PM|QC|SK
Viburnum rafinesqueanum,MB|ON|QC
Vicia americana,AB|BC|MB|NT|ON|QC|SK|YT
Vicia caroliniana,ON
Vicia nigricans,BC
Viola adunca × Viola labradorica,ON
Viola aduncoides,AB|BC|MB|ON|SK
Viola affinis,ON|QC
Viola baxteri,ON
Viola biflora,BC|YT
Viola biflora var. carlottae × Viola glabella,BC
Viola canadensis,NB|NS|ON|QC
Viola communis,NB|NS|ON|QC
Viola cucullata,NB|NS|ON|PE|PM|QC
Viola eriocarpa,MB|NB|NS|ON|PE|QC|SK
Viola fimbriatula,NB|NS|ON|PE|QC
Viola glabella,AB|BC
Viola grisea,MB|ON
Viola howellii,BC
Viola incognita,MB|NB|NS|ON|PE|QC|SK
Viola labradorica,AB|MB|NB|NS|NT|ON|PM|QC|SK
Viola lanceolata,NB|NS|ON|PE|PM|QC
Viola langsdorffii,BC|YT
Viola latiuscula,ON
Viola minuscula,AB|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK
Viola nephrophylla,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Viola novae-angliae,NB|QC
Viola nuttallii,AB|MB|SK
Viola orbiculata,AB|BC
Viola palmata,ON
Viola palustris,AB|BC|MB|NT|NU|ON|QC|SK
Viola pedata,ON
Viola pedatifida,AB|MB|ON|SK
Viola praemorsa,AB|BC
Viola pubescens,ON|QC
Viola purpurea,BC
Viola rafinesquei,ON
Viola renifolia,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Viola rostrata,ON|QC
Viola rotundifolia,ON|QC
Viola rugulosa,AB|BC|MB|NT|ON|SK|YT
Viola sagittata,NS|ON|QC
Viola sagittata × Viola sororia,NS
Viola selkirkii,AB|BC|MB|NB|NS|ON|QC|SK|YT
Viola sempervirens,BC
Viola septentrionalis,BC|MB|NB|NS|ON|PE|QC|SK
Viola sororia,MB|ON|SK
Viola striata,ON
Viola suecica,AB|BC|MB|NT|NU|ON|YT
Viola vallicola,AB|BC|MB|SK
Viola ×bernardii,MB
Viola ×brauniae,ON
Viola ×eclipes,ON
Viola ×malteana,ON|QC
Viola ×melissifolia,NB|NS|ON|PE|QC
Viola ×populifolia,ON
Viola ×porteriana,ON
Viola ×sublanceolata,NB|NS|ON|QC
Viscaria alpina,NU|QC
Vitis aestivalis,ON
Vitis labrusca,ON
Vitis riparia,MB|NB|ON|QC
Vitis vulpina,ON
Vitis ×novae-angliae,ON
Vulpia microstachys,BC
Vulpia octoflora,AB|BC|MB|ON|SK
Wilhelmsia physodes,NT|YT
Wolffia borealis,AB|BC|ON|QC
Wolffia brasiliensis,NB|ON
Wolffia columbiana,AB|BC|MB|NB|ON|QC|SK
Woodsia alpina,BC|MB|NB|NS|NT|NU|ON|QC|SK|YT
Woodsia glabella,AB|BC|MB|NB|NS|NT|NU|ON|QC|SK|YT
